--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
./temp\31.jpg            	의료인의                     	0.9928
./temp\32.jpg            	1.1.1.1.1.1.1.           	0.6250
./temp\33.jpg            	(서명 또는 인인,               	0.1178
./temp\34.jpg            	기호                       	0.7795
./temp\35.jpg            	성                        	0.9981
./temp\36.jpg            	명                        	0.9990
./temp\37.jpg            	면허번호                     	0.9953
./temp\38.jpg            	제                        	0.9990
./temp\39.jpg            	호                        	0.9994
./temp\40.jpg            	%환자의                     	0.3465
./temp\41.jpg            	요구가                      	0.9983
./temp\42.jpg            	있는                       	0.9973
./temp\43.jpg            	때에는                      	0.9919
./temp\44.jpg            	질병분류기호를                  	0.8825
./temp\45.jpg            	기재하지                     	0.9971
./temp\46.jpg            	아니합니다.                   	0.9889
./temp\47.jpg            	처방                       	0.9970
./temp\48.jpg            	의약품의                     	0.7711
./temp\49.jpg            	명칭                       	0.9860
./temp\50.jpg            	투약량                      	0.7044
./temp\51.jpg            	1회                       	0.8683
./temp\52.jpg            	투여                       	0.7331
./temp\53.jpg            	른수                       	0.0607
./temp\54.jpg            	1일                       	0.9957
./temp\55.jpg            	투약일수                     	0.7777
./temp\56.jpg            	총                        	0.9731
./temp\57.jpg            	용                        	0.9978
./temp\58.jpg            	법                        	0.9592
./temp\59.jpg            	다보타민류정                   	0.1439
./temp\60.jpg            	3                        	0.9138
./temp\61.jpg            	3                        	0.9177
./temp\62.jpg            	매매식(전,간,후)시              	0.2046
./temp\63.jpg            	분복용                      	0.9713
./temp\64.jpg            	레모나던정                    	0.1258
./temp\65.jpg            	3                        	0.9648
./temp\66.jpg            	33                       	0.3936
./temp\67.jpg            	온데리진습술                   	0.0442
./temp\68.jpg            	3                        	0.9023
./temp\69.jpg            	3                        	0.8927
./temp\70.jpg            	미카맨정                     	0.0955
./temp\71.jpg            	3                        	0.9163
./temp\72.jpg            	3                        	0.8599
./temp\73.jpg            	조제시                      	0.9984
./temp\74.jpg            	참고사항                     	0.9863
./temp\75.jpg            	1.1.1.1.1.1.2.           	0.8911
./temp\76.jpg            	주사제                      	0.9697
./temp\77.jpg            	처방내역(원내조제                	0.6725
./temp\78.jpg            	□,                       	0.8344
./temp\79.jpg            	원외처방 □                   	0.5576
./temp\80.jpg            	사용기간                     	0.9988
./temp\81.jpg            	교부일부터                    	0.9953
./temp\82.jpg            	(                        	0.9545
./temp\83.jpg            	)일간                      	0.9830
./temp\84.jpg            	사용기간내에                   	0.9974
./temp\85.jpg            	약국에                      	0.9951
./temp\86.jpg            	제출하여야                    	0.9977
./temp\87.jpg            	합니다.                     	0.9989
./temp\88.jpg            	의약품 제제내역                 	0.1015
./temp\89.jpg            	조제기관의                    	0.9963
./temp\90.jpg            	처방의                      	0.9890
./temp\91.jpg            	변경.수정.확인.                	0.3669
./temp\92.jpg            	대체시                      	0.9962
./temp\93.jpg            	그                        	0.9964
./temp\94.jpg            	내용                       	0.9996
./temp\95.jpg            	조제                       	0.9969
./temp\96.jpg            	조제약사                     	0.9963
./temp\97.jpg            	성명                       	0.9938
./temp\98.jpg            	(서명 또는 날인)               	0.1862
./temp\99.jpg            	내역                       	0.9990
./temp\100.jpg           	(조제일수)                   	0.9965
./temp\101.jpg           	(조제일수)                   	0.9965
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./temp\0.jpg             	처                        	0.9948
./temp\1.jpg             	방                        	0.9996
./temp\2.jpg             	전                        	0.9998
./temp\3.jpg             	ji의료험                    	0.0042
./temp\4.jpg             	(2의료보호                   	0.0374
./temp\5.jpg             	3안재보험                    	0.0302
./temp\6.jpg             	(4자동차보험                  	0.0564
./temp\7.jpg             	5기기(                     	0.1196
./temp\8.jpg             	)                        	0.9774
./temp\9.jpg             	요양기관기호                   	0.9405
./temp\10.jpg            	.                        	0.3977
./temp\11.jpg            	교부 연월일                   	0.8764
./temp\12.jpg            	및 번호                     	0.9892
./temp\13.jpg            	년월일·제                    	0.2160
./temp\14.jpg            	호                        	0.9993
./temp\15.jpg            	명                        	0.9989
./temp\16.jpg            	칭                        	0.8582
./temp\17.jpg            	일                        	0.3664
./temp\18.jpg            	성명                       	0.9953
./temp\19.jpg            	홍길동                      	0.9569
./temp\20.jpg            	공람                       	0.0516
./temp\21.jpg            	전화번호                     	0.9952
./temp\22.jpg            	팩스번호                     	0.9205
./temp\23.jpg            	(                        	0.9716
./temp\24.jpg            	주민등록번호                   	0.9951
./temp\25.jpg            	123456-1234567           	0.7368
./temp\26.jpg            	e-mail주소                 	0.8527
./temp\27.jpg            	질병                       	0.9886
./temp\28.jpg            	처방                       	0.9700
./temp\29.jpg            	면허종별                     	0.9912
./temp\30.jpg            	분류                       	0.9745
./temp\31.jpg            	의료인의                     	0.9928
./temp\32.jpg            	1.1.1.1.1.1.1.           	0.6250
./temp\33.jpg            	(서명 또는 인인,               	0.1178
./temp\34.jpg            	기호                       	0.7795
./temp\35.jpg            	성                        	0.9981
./temp\36.jpg            	명                        	0.9990
./temp\37.jpg            	면허번호                     	0.9953
./temp\38.jpg            	제                        	0.9990
./temp\39.jpg            	호                        	0.9994
./temp\40.jpg            	%환자의                     	0.3465
./temp\41.jpg            	요구가                      	0.9983
./temp\42.jpg            	있는                       	0.9973
./temp\43.jpg            	때에는                      	0.9919
./temp\44.jpg            	질병분류기호를                  	0.8825
./temp\45.jpg            	기재하지                     	0.9971
./temp\46.jpg            	아니합니다.                   	0.9889
./temp\47.jpg            	처방                       	0.9970
./temp\48.jpg            	의약품의                     	0.7711
./temp\49.jpg            	명칭                       	0.9860
./temp\50.jpg            	투약량                      	0.7044
./temp\51.jpg            	1회                       	0.8683
./temp\52.jpg            	투여                       	0.7331
./temp\53.jpg            	른수                       	0.0607
./temp\54.jpg            	1일                       	0.9957
./temp\55.jpg            	투약일수                     	0.7777
./temp\56.jpg            	총                        	0.9731
./temp\57.jpg            	용                        	0.9978
./temp\58.jpg            	법                        	0.9592
./temp\59.jpg            	다보타민류정                   	0.1439
./temp\60.jpg            	3                        	0.9138
./temp\61.jpg            	3                        	0.9177
./temp\62.jpg            	매매식(전,간,후)시              	0.2046
./temp\63.jpg            	분복용                      	0.9713
./temp\64.jpg            	레모나던정                    	0.1258
./temp\65.jpg            	3                        	0.9648
./temp\66.jpg            	33                       	0.3936
./temp\67.jpg            	온데리진습술                   	0.0442
./temp\68.jpg            	3                        	0.9023
./temp\69.jpg            	3                        	0.8927
./temp\70.jpg            	미카맨정                     	0.0955
./temp\71.jpg            	3                        	0.9163
./temp\72.jpg            	3                        	0.8599
./temp\73.jpg            	조제시                      	0.9984
./temp\74.jpg            	참고사항                     	0.9863
./temp\75.jpg            	1.1.1.1.1.1.2.           	0.8911
./temp\76.jpg            	주사제                      	0.9697
./temp\77.jpg            	처방내역(원내조제                	0.6725
./temp\78.jpg            	□,                       	0.8344
./temp\79.jpg            	원외처방 □                   	0.5576
./temp\80.jpg            	사용기간                     	0.9988
./temp\81.jpg            	교부일부터                    	0.9953
./temp\82.jpg            	(                        	0.9545
./temp\83.jpg            	)일간                      	0.9830
./temp\84.jpg            	사용기간내에                   	0.9974
./temp\85.jpg            	약국에                      	0.9951
./temp\86.jpg            	제출하여야                    	0.9977
./temp\87.jpg            	합니다.                     	0.9989
./temp\88.jpg            	의약품 제제내역                 	0.1015
./temp\89.jpg            	조제기관의                    	0.9963
./temp\90.jpg            	처방의                      	0.9890
./temp\91.jpg            	변경.수정.확인.                	0.3669
./temp\92.jpg            	대체시                      	0.9962
./temp\93.jpg            	그                        	0.9964
./temp\94.jpg            	내용                       	0.9996
./temp\95.jpg            	조제                       	0.9969
./temp\96.jpg            	조제약사                     	0.9963
./temp\97.jpg            	성명                       	0.9938
./temp\98.jpg            	(서명 또는 날인)               	0.1862
./temp\99.jpg            	내역                       	0.9990
./temp\100.jpg           	(조제일수)                   	0.9965
./temp\101.jpg           	(조제일수)                   	0.9965
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./temp\0.jpg             	처                        	0.9870
./temp\1.jpg             	방                        	0.9996
./temp\2.jpg             	전                        	0.9998
./temp\3.jpg             	ci의료험                    	0.0098
./temp\4.jpg             	(2)료료보호                  	0.0687
./temp\5.jpg             	(3산재험                    	0.0179
./temp\6.jpg             	(4자동차보험                  	0.0194
./temp\7.jpg             	15기타(                    	0.5544
./temp\8.jpg             	)                        	0.4002
./temp\9.jpg             	요양기관기호                   	0.9449
./temp\10.jpg            	:                        	0.9992
./temp\11.jpg            	교부 연월일                   	0.8945
./temp\12.jpg            	년월일·-                    	0.1225
./temp\13.jpg            	호                        	0.9993
./temp\14.jpg            	명                        	0.9989
./temp\15.jpg            	칭                        	0.7009
./temp\16.jpg            	및 번호                     	0.9924
./temp\17.jpg            	일자                       	0.2219
./temp\18.jpg            	성명                       	0.9956
./temp\19.jpg            	홍길동                      	0.9584
./temp\20.jpg            	공람                       	0.0366
./temp\21.jpg            	전화번호                     	0.9954
./temp\22.jpg            	팩스번호                     	0.9238
./temp\23.jpg            	(                        	0.9795
./temp\24.jpg            	)                        	0.9946
./temp\25.jpg            	주민등록번호                   	0.9963
./temp\26.jpg            	123456-1234567           	0.9105
./temp\27.jpg            	e-mail주소                 	0.9004
./temp\28.jpg            	질병                       	0.9857
./temp\29.jpg            	처방                       	0.9633
./temp\30.jpg            	면허종별                     	0.9922
./temp\31.jpg            	분류                       	0.9745
./temp\32.jpg            	의료인의                     	0.9923
./temp\33.jpg            	1.1.1.1.1.1.1.           	0.6177
./temp\34.jpg            	(서명또는 인인                 	0.1342
./temp\35.jpg            	기호                       	0.9854
./temp\36.jpg            	성                        	0.9983
./temp\37.jpg            	명                        	0.9987
./temp\38.jpg            	면허번호                     	0.9959
./temp\39.jpg            	제                        	0.9993
./temp\40.jpg            	호                        	0.9974
./temp\41.jpg            	%환자의                     	0.4584
./temp\42.jpg            	요구가                      	0.9973
./temp\43.jpg            	때에는                      	0.9887
./temp\44.jpg            	질병분류기호를                  	0.8776
./temp\45.jpg            	기재하지                     	0.9977
./temp\46.jpg            	아니합니다.                   	0.9729
./temp\47.jpg            	처방                       	0.9964
./temp\48.jpg            	의약품의                     	0.8995
./temp\49.jpg            	명칭                       	0.9867
./temp\50.jpg            	투약량                      	0.7329
./temp\51.jpg            	1회                       	0.9115
./temp\52.jpg            	투여                       	0.7494
./temp\53.jpg            	1일                       	0.9949
./temp\54.jpg            	투약일수                     	0.5583
./temp\55.jpg            	총                        	0.9351
./temp\56.jpg            	용                        	0.9972
./temp\57.jpg            	법                        	0.9807
./temp\58.jpg            	따수                       	0.0885
./temp\59.jpg            	살지민정                     	0.1099
./temp\60.jpg            	3                        	0.9037
./temp\61.jpg            	3                        	0.9789
./temp\62.jpg            	매매식(전.간,후)시              	0.1615
./temp\63.jpg            	분복용                      	0.9772
./temp\64.jpg            	메가골드백정                   	0.1087
./temp\65.jpg            	3                        	0.8266
./temp\66.jpg            	3                        	0.8380
./temp\67.jpg            	아세드린정                    	0.9140
./temp\68.jpg            	3                        	0.6838
./temp\69.jpg            	3                        	0.8290
./temp\70.jpg            	베노백스절                    	0.0158
./temp\71.jpg            	3                        	0.7467
./temp\72.jpg            	3                        	0.7716
./temp\73.jpg            	조제시                      	0.9986
./temp\74.jpg            	참고사항                     	0.9943
./temp\75.jpg            	1.1.1.1.1.1.2.           	0.9060
./temp\76.jpg            	주사제                      	0.9595
./temp\77.jpg            	처방내역(원내조제                	0.7720
./temp\78.jpg            	□,                       	0.6703
./temp\79.jpg            	원외처방 □                   	0.4521
./temp\80.jpg            	사용기간                     	0.9985
./temp\81.jpg            	교부일부터                    	0.9964
./temp\82.jpg            	(                        	0.9714
./temp\83.jpg            	)일간                      	0.9885
./temp\84.jpg            	사용기간내에                   	0.9975
./temp\85.jpg            	약국에                      	0.9958
./temp\86.jpg            	제출하여야                    	0.9983
./temp\87.jpg            	합니다.                     	0.9990
./temp\88.jpg            	익약용조제내역                  	0.0627
./temp\89.jpg            	조제기관의                    	0.9964
./temp\90.jpg            	처방의                      	0.9524
./temp\91.jpg            	변경.수정 확인                 	0.4619
./temp\92.jpg            	대체시                      	0.9953
./temp\93.jpg            	그                        	0.9901
./temp\94.jpg            	내용 1                     	0.1058
./temp\95.jpg            	조제                       	0.9970
./temp\96.jpg            	조제약사                     	0.9963
./temp\97.jpg            	성명                       	0.8379
./temp\98.jpg            	(서명 또는 날인)               	0.1246
./temp\99.jpg            	내역                       	0.9989
./temp\100.jpg           	조제량                      	0.9853
./temp\101.jpg           	조제량                      	0.9853
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./temp\0.jpg             	처방전서식                    	0.9887
./temp\1.jpg             	처                        	0.9932
./temp\2.jpg             	방                        	0.9996
./temp\3.jpg             	전                        	0.9997
./temp\4.jpg             	□i의료험                    	0.0497
./temp\5.jpg             	[2)의료보호                  	0.0978
./temp\6.jpg             	[3산재험                    	0.0290
./temp\7.jpg             	○자자동차보험                  	0.0413
./temp\8.jpg             	l5기타(                    	0.2482
./temp\9.jpg             	요양기관기호                   	0.9614
./temp\10.jpg            	:                        	0.9996
./temp\11.jpg            	연월일                      	0.9736
./temp\12.jpg            	년월일                      	0.9356
./temp\13.jpg            	제                        	0.9995
./temp\14.jpg            	호                        	0.9987
./temp\15.jpg            	의                        	0.9770
./temp\16.jpg            	명                        	0.9990
./temp\17.jpg            	칭                        	0.8870
./temp\18.jpg            	및 번호                     	0.9934
./temp\19.jpg            	공사과                      	0.0005
./temp\20.jpg            	전화번호                     	0.9977
./temp\21.jpg            	(                        	0.9906
./temp\22.jpg            	)                        	0.9986
./temp\23.jpg            	성명                       	0.9711
./temp\24.jpg            	홍길동                      	0.9550
./temp\25.jpg            	일                        	0.2027
./temp\26.jpg            	팩스번호                     	0.9217
./temp\27.jpg            	주민등록번호                   	0.9469
./temp\28.jpg            	123456-1234567           	0.9562
./temp\29.jpg            	e-mail주소                 	0.8699
./temp\30.jpg            	질병                       	0.9702
./temp\31.jpg            	처                        	0.9948
./temp\32.jpg            	방                        	0.9954
./temp\33.jpg            	면허종별                     	0.9954
./temp\34.jpg            	분류                       	0.9637
./temp\35.jpg            	의료인의                     	0.9900
./temp\36.jpg            	1.1.1.1.1.1.1.           	0.9407
./temp\37.jpg            	서명 또는                    	0.1619
./temp\38.jpg            	기호                       	0.9863
./temp\39.jpg            	성                        	0.9989
./temp\40.jpg            	명                        	0.9989
./temp\41.jpg            	면허번호                     	0.9974
./temp\42.jpg            	제                        	0.9993
./temp\43.jpg            	호                        	0.9988
./temp\44.jpg            	※환자의                     	0.6977
./temp\45.jpg            	요구가                      	0.9984
./temp\46.jpg            	있는                       	0.9973
./temp\47.jpg            	때에는                      	0.9934
./temp\48.jpg            	질병분류기호를                  	0.9100
./temp\49.jpg            	기재하지                     	0.9986
./temp\50.jpg            	아니합니다.                   	0.9871
./temp\51.jpg            	1일                       	0.9898
./temp\52.jpg            	1회                       	0.9767
./temp\53.jpg            	총                        	0.9917
./temp\54.jpg            	처방                       	0.9962
./temp\55.jpg            	의약품의                     	0.9864
./temp\56.jpg            	명칭                       	0.9910
./temp\57.jpg            	투여                       	0.8447
./temp\58.jpg            	용                        	0.9975
./temp\59.jpg            	법                        	0.9907
./temp\60.jpg            	투약량                      	0.8701
./temp\61.jpg            	투약일수                     	0.8874
./temp\62.jpg            	훼수                       	0.0909
./temp\63.jpg            	살지민정                     	0.1145
./temp\64.jpg            	3                        	0.7120
./temp\65.jpg            	13                       	0.8189
./temp\66.jpg            	매식(전,간,후) 시              	0.4538
./temp\67.jpg            	분복용                      	0.9798
./temp\68.jpg            	메가골드백정                   	0.4075
./temp\69.jpg            	3                        	0.7653
./temp\70.jpg            	13                       	0.7417
./temp\71.jpg            	아세드린정                    	0.9381
./temp\72.jpg            	3                        	0.9495
./temp\73.jpg            	3                        	0.1343
./temp\74.jpg            	베노백스습                    	0.0088
./temp\75.jpg            	3                        	0.6908
./temp\76.jpg            	조제시                      	0.9987
./temp\77.jpg            	참고사항                     	0.9942
./temp\78.jpg            	1.1.1.1.1.1.2.           	0.9659
./temp\79.jpg            	주사제                      	0.9923
./temp\80.jpg            	처방내역(원내조제                	0.9788
./temp\81.jpg            	□,                       	0.8638
./temp\82.jpg            	원외처방                     	0.9393
./temp\83.jpg            	□                        	0.9895
./temp\84.jpg            	사용기간                     	0.9989
./temp\85.jpg            	교부일부터                    	0.9961
./temp\86.jpg            	(                        	0.9844
./temp\87.jpg            	)일간                      	0.9921
./temp\88.jpg            	사용기간내에                   	0.9972
./temp\89.jpg            	약국에                      	0.9933
./temp\90.jpg            	제출하여야                    	0.9984
./temp\91.jpg            	합니다.                     	0.9988
./temp\92.jpg            	의약품 조제내역                 	0.7618
./temp\93.jpg            	조제기관의                    	0.9968
./temp\94.jpg            	처방의                      	0.9936
./temp\95.jpg            	변경.수정.확인                 	0.4990
./temp\96.jpg            	대체시                      	0.9960
./temp\97.jpg            	그                        	0.9978
./temp\98.jpg            	내용                       	0.9996
./temp\99.jpg            	등                        	0.9986
./temp\100.jpg           	조제                       	0.9466
./temp\101.jpg           	조제약사                     	0.9960
./temp\102.jpg           	성명                       	0.9460
./temp\103.jpg           	또는 날인)                   	0.5084
./temp\104.jpg           	내역                       	0.9990
./temp\105.jpg           	(조제일수                    	0.9979
./temp\106.jpg           	(조제일수                    	0.9979
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./temp\0.jpg             	처                        	0.9870
./temp\1.jpg             	방                        	0.9996
./temp\2.jpg             	전                        	0.9998
./temp\3.jpg             	ci의료험                    	0.0098
./temp\4.jpg             	(2)료료보호                  	0.0687
./temp\5.jpg             	(3산재험                    	0.0179
./temp\6.jpg             	(4자동차보험                  	0.0194
./temp\7.jpg             	15기타(                    	0.5544
./temp\8.jpg             	)                        	0.4002
./temp\9.jpg             	요양기관기호                   	0.9449
./temp\10.jpg            	:                        	0.9992
./temp\11.jpg            	교부 연월일                   	0.8945
./temp\12.jpg            	년월일·-                    	0.1225
./temp\13.jpg            	호                        	0.9993
./temp\14.jpg            	명                        	0.9989
./temp\15.jpg            	칭                        	0.7009
./temp\16.jpg            	및 번호                     	0.9924
./temp\17.jpg            	일자                       	0.2219
./temp\18.jpg            	성명                       	0.9956
./temp\19.jpg            	홍길동                      	0.9584
./temp\20.jpg            	공람                       	0.0366
./temp\21.jpg            	전화번호                     	0.9954
./temp\22.jpg            	팩스번호                     	0.9238
./temp\23.jpg            	(                        	0.9795
./temp\24.jpg            	)                        	0.9946
./temp\25.jpg            	주민등록번호                   	0.9963
./temp\26.jpg            	123456-1234567           	0.9105
./temp\27.jpg            	e-mail주소                 	0.9004
./temp\28.jpg            	질병                       	0.9857
./temp\29.jpg            	처방                       	0.9633
./temp\30.jpg            	면허종별                     	0.9922
./temp\31.jpg            	분류                       	0.9745
./temp\32.jpg            	의료인의                     	0.9923
./temp\33.jpg            	1.1.1.1.1.1.1.           	0.6177
./temp\34.jpg            	(서명또는 인인                 	0.1342
./temp\35.jpg            	기호                       	0.9854
./temp\36.jpg            	성                        	0.9983
./temp\37.jpg            	명                        	0.9987
./temp\38.jpg            	면허번호                     	0.9959
./temp\39.jpg            	제                        	0.9993
./temp\40.jpg            	호                        	0.9974
./temp\41.jpg            	%환자의                     	0.4584
./temp\42.jpg            	요구가                      	0.9973
./temp\43.jpg            	때에는                      	0.9887
./temp\44.jpg            	질병분류기호를                  	0.8776
./temp\45.jpg            	기재하지                     	0.9977
./temp\46.jpg            	아니합니다.                   	0.9729
./temp\47.jpg            	처방                       	0.9964
./temp\48.jpg            	의약품의                     	0.8995
./temp\49.jpg            	명칭                       	0.9867
./temp\50.jpg            	투약량                      	0.7329
./temp\51.jpg            	1회                       	0.9115
./temp\52.jpg            	투여                       	0.7494
./temp\53.jpg            	1일                       	0.9949
./temp\54.jpg            	투약일수                     	0.5583
./temp\55.jpg            	총                        	0.9351
./temp\56.jpg            	용                        	0.9972
./temp\57.jpg            	법                        	0.9807
./temp\58.jpg            	따수                       	0.0885
./temp\59.jpg            	살지민정                     	0.1099
./temp\60.jpg            	3                        	0.9037
./temp\61.jpg            	3                        	0.9789
./temp\62.jpg            	매매식(전.간,후)시              	0.1615
./temp\63.jpg            	분복용                      	0.9772
./temp\64.jpg            	메가골드백정                   	0.1087
./temp\65.jpg            	3                        	0.8266
./temp\66.jpg            	3                        	0.8380
./temp\67.jpg            	아세드린정                    	0.9140
./temp\68.jpg            	3                        	0.6838
./temp\69.jpg            	3                        	0.8290
./temp\70.jpg            	베노백스절                    	0.0158
./temp\71.jpg            	3                        	0.7467
./temp\72.jpg            	3                        	0.7716
./temp\73.jpg            	조제시                      	0.9986
./temp\74.jpg            	참고사항                     	0.9943
./temp\75.jpg            	1.1.1.1.1.1.2.           	0.9060
./temp\76.jpg            	주사제                      	0.9595
./temp\77.jpg            	처방내역(원내조제                	0.7720
./temp\78.jpg            	□,                       	0.6703
./temp\79.jpg            	원외처방 □                   	0.4521
./temp\80.jpg            	사용기간                     	0.9985
./temp\81.jpg            	교부일부터                    	0.9964
./temp\82.jpg            	(                        	0.9714
./temp\83.jpg            	)일간                      	0.9885
./temp\84.jpg            	사용기간내에                   	0.9975
./temp\85.jpg            	약국에                      	0.9958
./temp\86.jpg            	제출하여야                    	0.9983
./temp\87.jpg            	합니다.                     	0.9990
./temp\88.jpg            	익약용조제내역                  	0.0627
./temp\89.jpg            	조제기관의                    	0.9964
./temp\90.jpg            	처방의                      	0.9524
./temp\91.jpg            	변경.수정 확인                 	0.4619
./temp\92.jpg            	대체시                      	0.9953
./temp\93.jpg            	그                        	0.9901
./temp\94.jpg            	내용 1                     	0.1058
./temp\95.jpg            	조제                       	0.9970
./temp\96.jpg            	조제약사                     	0.9963
./temp\97.jpg            	성명                       	0.8379
./temp\98.jpg            	(서명 또는 날인)               	0.1246
./temp\99.jpg            	내역                       	0.9989
./temp\100.jpg           	조제량                      	0.9853
./temp\101.jpg           	조제량                      	0.9853
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./temp\0.jpg             	처                        	0.9870
./temp\1.jpg             	방                        	0.9996
./temp\2.jpg             	전                        	0.9998
./temp\3.jpg             	ci의료험                    	0.0098
./temp\4.jpg             	(2)료료보호                  	0.0687
./temp\5.jpg             	(3산재험                    	0.0179
./temp\6.jpg             	(4자동차보험                  	0.0194
./temp\7.jpg             	15기타(                    	0.5544
./temp\8.jpg             	)                        	0.4002
./temp\9.jpg             	요양기관기호                   	0.9449
./temp\10.jpg            	:                        	0.9992
./temp\11.jpg            	교부 연월일                   	0.8945
./temp\12.jpg            	년월일·-                    	0.1225
./temp\13.jpg            	호                        	0.9993
./temp\14.jpg            	명                        	0.9989
./temp\15.jpg            	칭                        	0.7009
./temp\16.jpg            	및 번호                     	0.9924
./temp\17.jpg            	일자                       	0.2219
./temp\18.jpg            	성명                       	0.9956
./temp\19.jpg            	홍길동                      	0.9584
./temp\20.jpg            	공람                       	0.0366
./temp\21.jpg            	전화번호                     	0.9954
./temp\22.jpg            	팩스번호                     	0.9238
./temp\23.jpg            	(                        	0.9795
./temp\24.jpg            	)                        	0.9946
./temp\25.jpg            	주민등록번호                   	0.9963
./temp\26.jpg            	123456-1234567           	0.9105
./temp\27.jpg            	e-mail주소                 	0.9004
./temp\28.jpg            	질병                       	0.9857
./temp\29.jpg            	처방                       	0.9633
./temp\30.jpg            	면허종별                     	0.9922
./temp\31.jpg            	분류                       	0.9745
./temp\32.jpg            	의료인의                     	0.9923
./temp\33.jpg            	1.1.1.1.1.1.1.           	0.6177
./temp\34.jpg            	(서명또는 인인                 	0.1342
./temp\35.jpg            	기호                       	0.9854
./temp\36.jpg            	성                        	0.9983
./temp\37.jpg            	명                        	0.9987
./temp\38.jpg            	면허번호                     	0.9959
./temp\39.jpg            	제                        	0.9993
./temp\40.jpg            	호                        	0.9974
./temp\41.jpg            	%환자의                     	0.4584
./temp\42.jpg            	요구가                      	0.9973
./temp\43.jpg            	때에는                      	0.9887
./temp\44.jpg            	질병분류기호를                  	0.8776
./temp\45.jpg            	기재하지                     	0.9977
./temp\46.jpg            	아니합니다.                   	0.9729
./temp\47.jpg            	처방                       	0.9964
./temp\48.jpg            	의약품의                     	0.8995
./temp\49.jpg            	명칭                       	0.9867
./temp\50.jpg            	투약량                      	0.7329
./temp\51.jpg            	1회                       	0.9115
./temp\52.jpg            	투여                       	0.7494
./temp\53.jpg            	1일                       	0.9949
./temp\54.jpg            	투약일수                     	0.5583
./temp\55.jpg            	총                        	0.9351
./temp\56.jpg            	용                        	0.9972
./temp\57.jpg            	법                        	0.9807
./temp\58.jpg            	따수                       	0.0885
./temp\59.jpg            	살지민정                     	0.1099
./temp\60.jpg            	3                        	0.9037
./temp\61.jpg            	3                        	0.9789
./temp\62.jpg            	매매식(전.간,후)시              	0.1615
./temp\63.jpg            	분복용                      	0.9772
./temp\64.jpg            	메가골드백정                   	0.1087
./temp\65.jpg            	3                        	0.8266
./temp\66.jpg            	3                        	0.8380
./temp\67.jpg            	아세드린정                    	0.9140
./temp\68.jpg            	3                        	0.6838
./temp\69.jpg            	3                        	0.8290
./temp\70.jpg            	베노백스절                    	0.0158
./temp\71.jpg            	3                        	0.7467
./temp\72.jpg            	3                        	0.7716
./temp\73.jpg            	조제시                      	0.9986
./temp\74.jpg            	참고사항                     	0.9943
./temp\75.jpg            	1.1.1.1.1.1.2.           	0.9060
./temp\76.jpg            	주사제                      	0.9595
./temp\77.jpg            	처방내역(원내조제                	0.7720
./temp\78.jpg            	□,                       	0.6703
./temp\79.jpg            	원외처방 □                   	0.4521
./temp\80.jpg            	사용기간                     	0.9985
./temp\81.jpg            	교부일부터                    	0.9964
./temp\82.jpg            	(                        	0.9714
./temp\83.jpg            	)일간                      	0.9885
./temp\84.jpg            	사용기간내에                   	0.9975
./temp\85.jpg            	약국에                      	0.9958
./temp\86.jpg            	제출하여야                    	0.9983
./temp\87.jpg            	합니다.                     	0.9990
./temp\88.jpg            	익약용조제내역                  	0.0627
./temp\89.jpg            	조제기관의                    	0.9964
./temp\90.jpg            	처방의                      	0.9524
./temp\91.jpg            	변경.수정 확인                 	0.4619
./temp\92.jpg            	대체시                      	0.9953
./temp\93.jpg            	그                        	0.9901
./temp\94.jpg            	내용 1                     	0.1058
./temp\95.jpg            	조제                       	0.9970
./temp\96.jpg            	조제약사                     	0.9963
./temp\97.jpg            	성명                       	0.8379
./temp\98.jpg            	(서명 또는 날인)               	0.1246
./temp\99.jpg            	내역                       	0.9989
./temp\100.jpg           	조제량                      	0.9853
./temp\101.jpg           	조제량                      	0.9853
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./temp\0.jpg             	처                        	0.9870
./temp\1.jpg             	방                        	0.9996
./temp\2.jpg             	전                        	0.9998
./temp\3.jpg             	ci의료험                    	0.0098
./temp\4.jpg             	(2)료료보호                  	0.0687
./temp\5.jpg             	(3산재험                    	0.0179
./temp\6.jpg             	(4자동차보험                  	0.0194
./temp\7.jpg             	15기타(                    	0.5544
./temp\8.jpg             	)                        	0.4002
./temp\9.jpg             	요양기관기호                   	0.9449
./temp\10.jpg            	:                        	0.9992
./temp\11.jpg            	교부 연월일                   	0.8945
./temp\12.jpg            	년월일·-                    	0.1225
./temp\13.jpg            	호                        	0.9993
./temp\14.jpg            	명                        	0.9989
./temp\15.jpg            	칭                        	0.7009
./temp\16.jpg            	및 번호                     	0.9924
./temp\17.jpg            	일자                       	0.2219
./temp\18.jpg            	성명                       	0.9956
./temp\19.jpg            	홍길동                      	0.9584
